class_string	label	tags	stack_size
PrimalItemSkin_CharacterSkin_Helena_C	Helena Walker 'ARK: The Animated Series' Costume Skin (Dear Jane)	object,blueprintable,skin	1
PrimalItemArmor_Helicoprion_C	Helicoprion Saddle	object,blueprintable	1
PrimalItemConsumable_HemogoblinCocktail_ASA_C	Hemoglobin Cocktail	object	100
PrimalItemConsumable_Egg_Henodus_C	Henodus Egg	object,egg,the_sunken_world	100
PrimalItemSkin_CharacterSkin_Henry_SkinPack_C	Henry Townsend 'ARK: The Animated Series' Costume Skin	object,blueprintable,skin	1
PrimalItemSkin_CharacterSkin_Henry_C	Henry Townsend 'ARK: The Animated Series' Costume Skin (Dear Jane)	object,blueprintable,skin	1
PrimalItemConsumable_Egg_Hesperonis_C	Hesperonis Egg	object,egg,resource	100
PrimalItemConsumable_HesperonisF_C	Hesperonis F	object,blueprintable	
PrimalItemConsumable_HesperonisM_C	Hesperonis M	object,blueprintable	
PrimalItemCostume_AAA_Hesperornis_C	Hesperornis 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Hide_C	Hide	object,blueprintable	
PrimalItemResource_Hide_C	Hide	object,harvestable,resource	200
PrimalItemArmor_HideBoots_C	Hide Boots	object,blueprintable	1
PrimalItemArmor_HideGloves_C	Hide Gloves	object,blueprintable	1
PrimalItemArmor_HideHelmet_C	Hide Hat	object,blueprintable	1
PrimalItemArmor_HidePants_C	Hide Pants	object,blueprintable	1
PrimalItemArmor_HideShirt_C	Hide Shirt	object,blueprintable	1
PrimalItemStructure_SleepingBag_Hide_C	Hide Sleeping Bag	object,blueprintable	3
PrimalItemSkin_WW_WinterHatJ_Craftable_C	HLN-A Winter Beanie Skin	object,event,skin	1
PrimalItemStructureSkin_FestiveForge_C	Holiday Hearth Forge Skin	object,event,skin	1
PrimalItemStructure_XmasLights_Craftable_C	Holiday Lights	object,blueprintable,event	1
PrimalItemStructure_Stocking_Craftable_C	Holiday Stocking	object,blueprintable,event	1
PrimalItemStructure_ChristmasTree_Craftable_C	Holiday Tree	object,blueprintable,event	1
PrimalItem_HoloDecoy_C	Holo-Decoy Grenade	object,blueprintable	10
PrimalItemWeaponAttachment_HoloScope_C	Holo-Scope Attachment	object,blueprintable	1
PrimalItemStructure_HomingRocketTurret_C	Homing Rocket Turret	object,blueprintable	100
PrimalItemStructure_SeaMine_C	Homing Underwater Mine	object,blueprintable	10
PrimalItemConsumable_Honey_C	Honey	object,harvestable,resource	1
PrimalItemConsumable_HumanPoop_C	Human Feces	object	1
PrimalItemResource_Hair_C	Human Hair	object,harvestable,resource	200
PrimalItemDye_Green_2_Hunter_C	Hunter Coloring	object,dye	100
PrimalItemCostume_AAA_Hyaenodon_C	Hyaenodon 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_HyaenodonF_C	Hyaenodon F	object,blueprintable	
PrimalItemConsumable_HyaenodonM_C	Hyaenodon M	object,blueprintable	
PrimalItemArmor_HyaenodonSaddle_C	Hyaenodon Meatpack	object,blueprintable	1
PrimalItemArmor_HydroDragonArmor_C	Hydro Dragon Tek Armor	object	
PrimalItemDye_Blue_6_Ice_C	Ice Coloring	object,dye	100
PrimalItemTrophy_Kaiju_Ice_C	Ice Titan Trophy	object,resource	1
PrimalItemArmor_IceWyvernArmor_C	Ice Wyvern Saddle	object,blueprintable	1
PrimalItemConsumable_IcedCanteen_C	Iced Canteen	object	1
PrimalItemConsumable_IcedCanteenRefill_C	Iced Canteen (Filled)	object	1
PrimalItemConsumable_IcedWaterJar_C	Iced Water Jar	object	1
PrimalItemConsumable_IcedWaterJarRefill_C	Iced Water Jar (Filled)	object	1
PrimalItemTrophy_IceWorm_C	Iceworm Queen Trophy	object,reward	1
PrimalItemCostume_AAA_Ichthyornis_C	Ichthyornis 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Ichthyornis_C	Ichthyornis Egg	object,egg	100
PrimalItemCostume_AAA_Dolphin_C	Ichthyosaurus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemArmor_DolphinSaddle_C	Ichthyosaurus Saddle	object,blueprintable	1
PrimalItemConsumable_IchythyornisF_C	Ichythyornis F	object,blueprintable	
PrimalItemConsumable_IchythyornisM_C	Ichythyornis M	object,blueprintable	
PrimalItemCostume_AAA_Iguanodon_C	Iguanodon 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Iguanodon_C	Iguanodon Egg	object,egg	100
PrimalItemConsumable_IguanodonF_C	Iguanodon F	object,blueprintable	
PrimalItemConsumable_IguanodonM_C	Iguanodon M	object,blueprintable	
PrimalItemArmor_IguanodonSaddle_C	Iguanodon Saddle	object,blueprintable	1
PrimalItemConsumable_CakeSlice_Imprint_C	Imprint Cake Slice	object	1
PrimalItem_ImprovedGeneScanner_C	Improved Gene Scanner	object,blueprintable	1
PrimalItemStructure_GeneInfuser_C	Improved Gene Storage	object,blueprintable	1
PrimalItem_WeaponTripwireC4_C	Improvised Explosive Device	object,blueprintable,resource	10
PrimalItemDye_Red_7_Incense_C	Incense Coloring	object,dye	100
PrimalItemStructure_Incinerator_C	Incinerator	object,blueprintable	5
PrimalItemDye_Violet_3_Indigo_C	Indigo Coloring	object,dye	100
PrimalItemStructure_AdditinalStructures_IBB_C	Industrial Beer Barrel	object,blueprintable	3
PrimalItemStructure_IndustrialCookingPot_C	Industrial Cooker	object,blueprintable	1
PrimalItemStructure_IndustrialForge_C	Industrial Forge	object,blueprintable	1
PrimalItemStructure_Grill_C	Industrial Grill	object,blueprintable	1
PrimalItemStructure_Grinder_C	Industrial Grinder	object,blueprintable	1
PrimalItemStructure_IndustrialPreservinBin_C	Industrial Preserving Bin	object,blueprintable	5
PrimalItemConsumable_Ingots_C	Ingots	object,blueprintable	
PrimalItemConsumable_Seed_Amarberry_SpeedHack_C	Instant-Grow Amarberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Azulberry_SpeedHack_C	Instant-Grow Azulberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Cianberry_SpeedHack_C	Instant-Grow Cianberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Citronal_SpeedHack_C	Instant-Grow Citronal Seed	object,cheat	100
PrimalItemConsumable_Seed_Longrass_SpeedHack_C	Instant-Grow Longrass Seed	object,cheat	100
PrimalItemConsumable_Seed_Magenberry_SpeedHack_C	Instant-Grow Magenberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Mejoberry_SpeedHack_C	Instant-Grow Mejoberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Narcoberry_SpeedHack_C	Instant-Grow Narcoberry Seed	object,cheat	100
PrimalItemConsumable_Seed_DefensePlant_SpeedHack_C	Instant-Grow Plant Species X Seed	object,cheat	100
PrimalItemConsumable_Seed_PlantSpeciesY_SpeedHack_C	Instant-Grow Plant Species Y Seed	object,cheat	100
PrimalItemConsumable_Seed_Rockarrot_SpeedHack_C	Instant-Grow Rockarrot Seed	object,cheat	100
PrimalItemConsumable_Seed_Savoroot_SpeedHack_C	Instant-Grow Savoroot Seed	object,cheat	100
PrimalItemConsumable_Seed_Stimberry_SpeedHack_C	Instant-Grow Stimberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Tintoberry_SpeedHack_C	Instant-Grow Tintoberry Seed	object,cheat	100
PrimalItemConsumable_Seed_Verdberry_SpeedHack_C	Instant-Grow Verdberry Seed	object,cheat	100
PrimalItemAmmo_IronboundArrowStone_C	IronBound Metal Arrow	object,blueprintable,resource	100
PrimalItemConsumable_IronboundNarcotic_C	IronBound Narcotic	object,resource	100
PrimalItemAmmo_IronboundRefinedTranqDart_C	Ironbound Shocking Tranquilizer Dart	object,blueprintable	100
PrimalItemAmmo_IronboundSimpleRifleBullet_C	IronBound Simple Rifle Ammo	object,blueprintable,resource	100
PrimalItemAmmo_HarpoonDart_Ironbound_C	IronBound Spear Bolt	object,blueprintable,resource	100
PrimalItemAmmo_IronboundTranqArrow_C	IronBound Tranq Arrow	object,blueprintable	100
PrimalItemAmmo_IronboundTranqDart_C	IronBound Tranq Dart	object,blueprintable,resource	100
PrimalItemAmmo_TranqSpearIronbound_C	IronBound Tranq Spear	object,blueprintable	100
PrimalItemConsumable_IslandAsc_C	Island Asc	object,blueprintable	
PrimalItemStructure_Item_Collector_C	Item Collector	object,blueprintable	100
PrimalItemStructure_ItemCollector_C	Item Collector	object,blueprintable	100
PrimalItemSkin_CharacterSkin_Jane_C	Jane 'ARK: The Animated Series' Costume Skin	object,blueprintable,skin	1
PrimalItemTrophy_Skeleton_Jaw01_C	Jawbone	object	100
PrimalItemTrophy_Skeleton_Jaw01_2_C	Jawbone 2	object	100
PrimalItemCostume_BoneJerboa_C	Jerboa Bone Costume	object,event,reward,skin	1
PrimalItemConsumable_JerboaF_C	Jerboa F	object,blueprintable	
PrimalItemConsumable_JerboaM_C	Jerboa M	object,blueprintable	
PrimalItemSkin_WW_Underwear_JerboaWreath_Craftable_C	Jerboa Wreath Swim Bottom Skin	object,event,skin	1
PrimalItemSkin_WW_SwimShirt_JerboaWreath_Craftable_C	Jerboa Wreath Swim Top Skin	object,event,skin	1
PrimalItemSkin_CharacterSkin_John_SkinPack_C	John 'ARK: The Animated Series' Costume Skin	object,blueprintable,skin	1
PrimalItemSkin_CharacterSkin_John_C	John 'ARK: The Animated Series' Costume Skin (Dear Jane)	object,blueprintable,skin	1
PrimalItemConsumable_Veggie_GlowFruit_C	Juicy Glowfruit	object	
PrimalItemDye_Spring_1_Jungle_C	Jungle Coloring	object,dye	100
PrimalEngram_JVHLandscaping_Bench_C	JVHLandscaping Bench	object,blueprintable	1
PrimalEngram_JVHLandscaping_BioLumen_C	JVHLandscaping BioLumen	object	
PrimalEngram_JVHLandscaping_Crystals_C	JVHLandscaping Crystals	object	
PrimalEngram_JVHLandscaping_HugeRocks_C	JVHLandscaping Huge Rocks	object	
PrimalEngram_JVHLandscaping_HugeTrees_C	JVHLandscaping Huge Trees	object	
PrimalEngram_JVHLandscaping_LargerRocks_C	JVHLandscaping Larger Rocks	object	
PrimalEngram_JVHLandscaping_Mushrooms_C	JVHLandscaping Mushrooms	object	
PrimalEngram_ScorchedCrystals_JVHLandscaping_C	JVHLandscaping Scorched Crystal	object	
PrimalEngram_TreePlatform_Metal_JVHLandscaping_C	JVHLandscaping Tree Platform Metal	object	
PrimalEngram_TreePlatform_Wood_JVHLandscaping_C	JVHLandscaping Tree Platform Wood	object	
PrimalItemStructure_Stairs_Ramps_C	K Rock, Ramp & Stairs	object,blueprintable	100
PrimalItemStructure_RopeBeds_C	K Rope Beds	object,blueprintable	3
PrimalItemStructure_KRope_Ceiling_C	K Rope Ceiling	object,blueprintable	100
PrimalItemStructure_KRopePillar_C	K Rope Wood Pillar	object,blueprintable	100
PrimalItemStructure_KRopeRoof_C	K Rope Wood Roof	object,blueprintable	100
PrimalItemStructure_KRustic_ArtesianWell_C	K Rustic Artesian Well	object,blueprintable	100
PrimalItemStructure_Beds_C	K Rustic Beds	object,blueprintable	3
PrimalItemStructure_KRusticCeiling_Door_XL_C	K Rustic Behemoth Cellar Door	object,blueprintable	5
PrimalItemStructure_KRusticBehemoth_C	K Rustic Behemoth Gateway + Gate	object,blueprintable	5
PrimalItemStructure_RusticCropPlot_C	K Rustic Crop Plot	object,blueprintable	100
PrimalItemStructure_RusticForge_C	K Rustic Forge	object,blueprintable	100
PrimalItemStructure_FurCeiling_C	K Rustic Fur Ceiling	object,blueprintable	100
PrimalItemStructure_FurDoor_C	K Rustic Fur Door	object,blueprintable	100
PrimalItemStructure_FurFloor_C	K Rustic Fur Floor	object,blueprintable	100
PrimalItemStructure_FurRoof_C	K Rustic Fur Roof	object,blueprintable	100
PrimalItemStructure_FurWall_C	K Rustic Fur Wall	object,blueprintable	100
PrimalItemStructure_KRusticGlassCeiling_C	K Rustic Glass Ceiling	object,blueprintable	100
PrimalItemStructure_KRusticCeilingDoorGiant_C	K Rustic Large Cellar Door	object,blueprintable	5
PrimalItemStructure_K_MediumRustic_Bridge_C	K Rustic Medium Bridge Support	object,blueprintable	100
PrimalItemStructure_KRockCeiling_C	K Rustic Rock Ceiling	object,blueprintable	100
PrimalItemStructure_KRockFloor_C	K Rustic Rock Foundation	object,blueprintable	100
PrimalItemStructure_KRockPillar_C	K Rustic Rock Pillar	object,blueprintable	100
PrimalItemStructure_KRockWall_C	K Rustic Rock Wall	object,blueprintable	100
PrimalItemStructure_RopeWall_C	K Rustic Rope Wall	object,blueprintable	100
PrimalItemStructure_K_SmallRustic_Bridge_C	K Rustic Small Bridge Support	object,blueprintable	100
PrimalItemStructure_KRusticElevatorPlatformSmall_C	K Rustic Small Elevator	object,blueprintable	1
PrimalItemStructure_KRusticElevatorTrack_C	K Rustic Small Elevator Track	object,blueprintable	100
PrimalItemStructure_KRustic_Smithy_C	K Rustic Smithy	object,blueprintable	100
PrimalItemStructure_RusticStoragesBox_C	K Rustic Storages Box Bedroom	object,blueprintable	100
PrimalItemStructure_KRusticTreePlatform_C	K Rustic Tree Platform	object,blueprintable	3
PrimalItemStructure_KRockPipeIntake_C	K Rustic Water Intake	object,blueprintable	100
PrimalItemStructure_KWoodCeiling_C	K Rustic Wood Ceiling	object,blueprintable	100
PrimalItemStructure_KRusticWood_CliffPlatform_C	K Rustic Wood Cliff Platform	object,blueprintable	3
PrimalItemStructure_KWoodCurvedRoof_C	K Rustic Wood Curved Roof	object,blueprintable	100
PrimalItemStructure_KWoodDoor_C	K Rustic Wood Doors & Windows	object,blueprintable	100
PrimalItemStructure_KWoodFloatFloor_C	K Rustic Wood Float Foundation	object,blueprintable	100
PrimalItemStructure_KWoodFloor_C	K Rustic Wood Foundation	object,blueprintable	100
PrimalItemStructure_KRusticGlassDoor_C	K Rustic Wood Glass Door	object,blueprintable	100
PrimalItemStructure_KWoodWindowRoof_C	K Rustic Wood Glass Roof	object,blueprintable	100
PrimalItemStructure_KWoodRusticGlassWall_C	K Rustic Wood Glass Wall	object,blueprintable	100
PrimalItemStructure_K_GreenHouseCeiling_C	K Rustic Wood GreenHouse Ceiling	object,blueprintable	100
PrimalItemStructure_K_GreenHouseDoor_C	K Rustic Wood GreenHouse Door	object,blueprintable	100
PrimalItemStructure_K_GreenHouseRoofs_C	K Rustic Wood GreenHouse Roof	object,blueprintable	100
PrimalItemStructure_K_GreenHouseRoofShallows_C	K Rustic Wood GreenHouse Shallow Roof	object,blueprintable	100
PrimalItemStructure_K_GreenHouseWall_C	K Rustic Wood GreenHouse Wall	object,blueprintable	100
PrimalItemStructure_LadderKWood_C	K Rustic Wood Ladder	object,blueprintable	100
PrimalItemStructure_KWoodGate5X5_C	K Rustic Wood Large Gateway + Gate	object,blueprintable	100
PrimalItemStructure_KWoodSmallGate_C	K Rustic Wood Medium Gateway + Gate	object,blueprintable	100
PrimalItemStructure_KWoodNoSnapRoof_C	K Rustic Wood Ornament no Snap	object,blueprintable	100
PrimalItemStructure_KWoodPillar_C	K Rustic Wood Pillar	object,blueprintable	100
PrimalItemStructure_KWoodRoof_C	K Rustic Wood Roof	object,blueprintable	100
PrimalItemStructure_KWoodShallowCurvedRoof_C	K Rustic Wood Shallow Curved Roof	object,blueprintable	100
PrimalItemStructure_KWoodShallowRoof_C	K Rustic Wood Shallow Roof	object,blueprintable	100
PrimalItemStructure_KWoodMicroGate_C	K Rustic Wood Small Gateway + Gate	object,blueprintable	100
PrimalItemStructure_KWoodSpecialRoof_C	K Rustic Wood Special Roof	object,blueprintable	100
PrimalItemStructure_StairKWood_C	K Rustic Wood Stairs/Ramps	object,blueprintable	100
PrimalItemStructure_KWoodSteepCurvedRoof_C	K Rustic Wood Steep Curved Roof	object,blueprintable	100
PrimalItemStructure_KWoodSteepRoof_C	K Rustic Wood Steep Roof	object,blueprintable	100
PrimalItemStructure_KWoodWall_C	K Rustic Wood Wall	object,blueprintable	100
PrimalItemCostume_AAA_Kairuku_C	Kairuku 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Kairuku_C	Kairuku Egg	object,egg	100
PrimalItemConsumable_KairukuF_C	Kairuku F	object,blueprintable	
PrimalItemConsumable_KairukuM_C	Kairuku M	object,blueprintable	
PrimalItemCostume_AAA_Kaprosuchus_C	Kaprosuchus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Kaprosuchus_C	Kaprosuchus Egg	object,egg	100
PrimalItemConsumable_KaprosuchusF_C	Kaprosuchus F	object,blueprintable	
PrimalItemConsumable_KaprosuchusM_C	Kaprosuchus M	object,blueprintable	
PrimalItemArmor_KaprosuchusSaddle_C	Kaprosuchus Saddle	object,blueprintable	1
PrimalItemConsumable_KarkinosF_C	Karkinos F	object,blueprintable	
PrimalItemConsumable_KarkinosM_C	Karkinos M	object,blueprintable	
PrimalItemArmor_CrabSaddle_C	Karkinos Saddle	object,blueprintable	1
PrimalItemConsumable_Kelp_C	Kelp	object,harvestable,resource,the_sunken_world	100
PrimalItemCostume_AAA_Kentrosaurus_C	Kentrosaurus 'ARK: The Animated Series' Costume	object,skin	1
PrimalItemConsumable_Egg_Kentro_C	Kentrosaurus Egg	object,egg	100
PrimalItemResource_Keratin_C	Keratin	object,harvestable,resource	100
PrimalItemDye_Yellow_7_Khaki_C	Khaki Coloring	object,dye	100
PrimalItemStructure_KhaosAirConditioner_C	Khaos Air Conditioner	object,blueprintable	
PrimalItemStructure_KhaosAlter_C	Khaos Alter	object,blueprintable	
PrimalItemStructure_KhaosBench_C	Khaos Bench	object,blueprintable	
PrimalItemStructure_KhaosBookshelf_C	Khaos Bookshelf	object,blueprintable	
PrimalItemResource_KhaosCoin_C	Khaos Coin	object,blueprintable	
PrimalItemStructure_KhaosCooker_C	Khaos Cooker	object,blueprintable	
PrimalItemStructure_KhaosCooler_C	Khaos Cooler	object,blueprintable	
PrimalItemConsumable_KhaosElement_C	Khaos Element	object,blueprintable	
PrimalItemStructure_KhaosFabricator_C	Khaos Fabricator	object,blueprintable	
PrimalItemStructure_KhaosForge_C	Khaos Forge	object,blueprintable	
PrimalItemStructure_KhaosGrill_C	Khaos Grill	object,blueprintable	
PrimalItemStructure_KhaosLibrary_C	Khaos Library	object,blueprintable	
PrimalItemResource_KhaosPolymer_C	Khaos Polymer	object,blueprintable	
PrimalItemStructure_KhaosReplicator_C	Khaos Replicator	object,blueprintable	
PrimalItemStructure_KhaosSapGenerator_C	Khaos Sap Generator	object,blueprintable	
PrimalItemConsumable_KhaosShard_C	Khaos Shard	object,blueprintable	
PrimalItemStructure_KhaosSmithy_C	Khaos Smithy	object,blueprintable	
PrimalItemStructure_KhaosSteamForge_C	Khaos Steam Forge	object,blueprintable	
PrimalItemStructure_KhaosTekTrough_C	Khaos Tek Trough	object,blueprintable	
PrimalItemStructure_KhaosTrough_C	Khaos Trough	object,blueprintable	
PrimalItemStructure_KhaosVault_C	Khaos Vault	object,blueprintable	
PrimalItemConsumable_Kibble_AnkyloEgg_C	Kibble (Ankylo Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_SpiderEgg_C	Kibble (Araneo Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_ArgentEgg_C	Kibble (Argentavis Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_SauroEgg_C	Kibble (Bronto Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_TurtleEgg_C	Kibble (Carbonemys Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_CarnoEgg_C	Kibble (Carno Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_DiloEgg_C	Kibble (Dilo Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_DimorphEgg_C	Kibble (Dimorph Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_DodoEgg_C	Kibble (Dodo Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_KairukuEgg_C	Kibble (Kairuku Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_PachyEgg_C	Kibble (Pachy Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_PachyRhinoEgg_C	Kibble (Pachyrhino Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_ParaEgg_C	Kibble (Parasaur Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_PteroEgg_C	Kibble (Pteranodon Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_ScorpionEgg_C	Kibble (Pulmonoscorpius Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_QuetzEgg_C	Kibble (Quetzal Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_RaptorEgg_C	Kibble (Raptor Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_RexEgg_C	Kibble (Rex Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_SarcoEgg_C	Kibble (Sarco Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_SpinoEgg_C	Kibble (Spino Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_StegoEgg_C	Kibble (Stego Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_BoaEgg_C	Kibble (Titanoboa Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_TrikeEgg_C	Kibble (Trike Egg)	object,deprecated	100
PrimalItemConsumable_Kibble_DraconicEssence_C	Kibble Draconic Essence	object,resource	100
PrimalItemConsumable_Kibble_DraconicEssence_Chaotic_C	Kibble Draconic Essence Chaotic	object,resource	100
PrimalItemConsumable_Kibble_DraconicEssence_Pure_C	Kibble Draconic Essence Pure	object	100
PrimalItemConsumable_Kibble_DraconicEssence_Rejuvenating_C	Kibble Draconic Essence Rejuvenating	object,resource	100
PrimalItemConsumable_Kibble_EternalSandDraconicEssence_C	Kibble Eternal Sand Draconic Essence	object,resource	100
PrimalItemConsumable_Kibble_Imprint_C	Kibble Imprint	object	10000
PrimalItemStructure_KibbleMaker_C	Kibble Maker	object	1
PrimalItemConsumable_Kibble_SanguineDraconicEssence_C	Kibble Sanguine Draconic Essence	object	100
PrimalItemConsumable_Kibble_SkywardDraconicEssence_C	Kibble Skyward Draconic Essence	object,resource	100
PrimalItemStructure_Flag_KingKaijuMecha_C	King Titan Flag	object	100
PrimalItemStructure_Flag_KingKaiju_C	King Titan Flag	object	100
PrimalItemTrophy_Kaiju_King_Alpha_C	King Titan Trophy (Alpha)	object	1
PrimalItemTrophy_Kaiju_King_Beta_C	King Titan Trophy (Beta)	object,resource	1
PrimalItemTrophy_Kaiju_King_Gamma_C	King Titan Trophy (Gamma)	object,resource	1
PrimalItemStructure_KingsCoins_C	Kings Coins	object,blueprintable	
PrimalItemAmmo_KnockoutRockout_C	Knockout Rockout	object,blueprintable	100
PrimalItemDye_Fuschia_7_Kobi_C	Kobi Coloring	object,dye	100
PrimalItemSkin_CharacterSkin_Kor_SkinPack_C	Kor the Prophet 'ARK: The Animated Series' Costume Skin	object,blueprintable,skin	1
PrimalItemSkin_CharacterSkin_Kor_C	Kor the Prophet 'ARK: The Animated Series' Costume Skin (Dear Jane)	object,blueprintable,skin	1
PrimalItemDye_Spring_3_Lagoon_C	Lagoon Coloring	object,dye	100
PrimalItemStructure_Wall_Light_C	Lamp	object,blueprintable,tek	100
PrimalItemStructure_Wall_Light_C	Lamp	object,blueprintable,tek	100
PrimalItemStructure_Lamppost_C	Lamppost	object,blueprintable	100
PrimalItem_WeaponLance_C	Lance	object,blueprintable	1
PrimalItemConsumable_DinoPoopLarge_C	Large Animal Feces	object	1
PrimalItemArmor_CharmFragment_3_Apprentice_Large_C	Large Apprentice Fragment	object,cc	100
PrimalItemArmor_CharmFragment_6_Ascendant_Large_C	Large Ascendant Fragment	object,cc	100
PrimalItemArmor_CharmFragment_0_Base_Large_C	Large Base Fragment	object,cc	
PrimalItemConsumable_LargeBaseKit_C	Large Base Kit	object,blueprintable	
PrimalItemStructure_BearTrap_Large_C	Large Bear Trap	object,blueprintable	10
PrimalItemStructure_CropPlot_Large_C	Large Crop Plot	object,blueprintable	100
PrimalItemStructure_ElevatorPlatformLarge_C	Large Elevator Platform	object,blueprintable	1
PrimalItemArmor_CharmFragment_4_Journeyman_Large_C	Large Journeyman Fragment	object,cc	100
PrimalItemArmor_CharmFragment_5_Mastercraft_Large_C	Large Mastercraft Fragment	object,cc	100
PrimalItemArmor_CharmFragment_1_Primitive_Large_C	Large Primitive Fragment	object,cc	100
PrimalItemArmor_CharmFragment_2_Ramshackle_Large_C	Large Ramshackle Fragment	object,cc	100
PrimalItem_SaddleBags_Large_BH_C	Large Saddlebags	object	
PrimalItemStructure_StorageBox_Large_C	Large Storage Box & Bookshelf	object,blueprintable	100
PrimalItemStructure_TekTeleporter_C	Large Tek Teleporter	object,blueprintable,tek	1
PrimalItemStructure_AdditionalStructures_CropPlot_Large_Triangle_C	Large Triangle Crop Plot	object,blueprintable	100
PrimalItemStructure_WoodElevatorPlatform_Large_C	Large Wood Elevator Platform	object,blueprintable	100
PrimalItemWeaponAttachment_Laser_C	Laser Attachment	object,blueprintable	1
PrimalItem_WeaponLasso_C	Lasso	object,blueprintable	10
PrimalItemDye_Orange_7_Latte_C	Latte Coloring	object,dye	100
PrimalItemDye_Violet_6_Lavender_C	Lavender Coloring	object,dye	100
PrimalItemConsumable_Soup_LazarusChowder_C	Lazarus Chowder	object,resource	100
PrimalItemConsumable_Lazarusbox_C	Lazarusbox	object,blueprintable	
PrimalItemDye_Brown_4_Leather_C	Leather Coloring	object,dye	100
PrimalItemStructure_Furniture_LeatherSofa_C	Leather Sofa & Armchair	object,blueprintable	100
PrimalItemStructure_Furniture_LeatherSofa_C	Leather Sofa & Armchair	object,blueprintable	100
PrimalItemResource_LeechBlood_C	Leech Blood	object,harvestable,resource	50
PrimalItemResourceGeneric_Curing_C	Leech Blood or Horns	object,generic,resource	100
PrimalItemTrophy_Skeleton_Leg01_C	Leg	object	100
PrimalItemTrophy_Skeleton_Leg01_2_C	Leg 2	object	100
PrimalItemConsumable_EggLepi_C	Lepidotes Egg	object,egg,the_sunken_world	
PrimalItem_ItemTrait_Projectile_IncreasedFirstHitDamage_Lesser_C	Lesser Ambusher's (Projectile Trait)	object,blueprintable	1
PrimalItemConsumable_CureLow_C	Lesser Antidote	object,resource	100
PrimalItem_ItemTrait_Projectile_Antigrav_Lesser_C	Lesser Antigrav (Projectile Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Projectile_ExtraDamageToVulnerable_Lesser_C	Lesser Assassin's (Projectile Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Melee_IncreasedSpeedAndDamageTaken_Lesser_C	Lesser Berserker's (Melee Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Projectile_IncreasedDamageToAlpha_Lesser_C	Lesser Big Game Hunter’s (Projectile Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Gun_Cannibalizing_Lesser_C	Lesser Cannibalizing (Gun Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Armor_AmmoOnHit_Lesser_C	Lesser Catching (Armor Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Armor_ReducedDebuffDuration_Lesser_C	Lesser Cleansing (Armor Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Projectile_SecondProjectile_Lesser_C	Lesser Echoing (Projectile Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Gun_Focusing_Lesser_C	Lesser Focusing (Gun Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Melee_HealOnDamage_Lesser_C	Lesser Lifedrinking (Melee Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Armor_Marathon_Lesser_C	Lesser Marathon (Armor Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Armor_IncreasedIncomingHealing_Lesser_C	Lesser Medical (Armor Trait)	object,blueprintable	1
PrimalItem_ItemTrait_Armor_Mobile_Lesser_C	Lesser Mobile (Armor Trait)	object,blueprintable	1
